serial_no,candidate_or_party,election_name,declaration_id,transaction_date,category,donor_or_recipient,id_number,income_amount,expenditure_amount,donation_method,deposit_date,returned_or_paid_to_treasury,purpose,money_type,address,phone_number,disclosed_recipient,recipient_staff_name,recipient_staff_title,party_staff_name,party_staff_title,relationship,correction_note,correction_date
161,賴清德,113年總統、副總統選舉,首次申報,1120616,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2460.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
162,賴清德,113年總統、副總統選舉,首次申報,1120616,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2460.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
163,賴清德,113年總統、副總統選舉,首次申報,1120616,雜支支出,微風台北車站,28441577,0.00,1331.00,,,,其他費用,金錢,,,否,,,,,,,
164,賴清德,113年總統、副總統選舉,首次申報,1120616,雜支支出,賜安藥局,41455102,0.00,150.00,,,,其他費用,金錢,,,否,,,,,,,
165,賴清德,113年總統、副總統選舉,首次申報,1120616,雜支支出,聞吔香美食館,45643295,0.00,500.00,,,,餐飲費用,金錢,,,否,,,,,,,
166,賴清德,113年總統、副總統選舉,首次申報,1120616,交通旅運支出,放民宿,85291562,0.00,1399.00,,,,住宿費,金錢,,,否,,,,,,,
167,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,計程車,,0.00,85.00,,,,車資,金錢,,02-2*****,否,,,,,,,
168,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,計程車,,0.00,235.00,,,,車資,金錢,,02-2*****,否,,,,,,,
169,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,台灣鐵路管理局,07524729,0.00,203.00,,,,車資,金錢,臺北市中正區****,,否,,,,,,,
170,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,台灣鐵路管理局,07524729,0.00,116.00,,,,車資,金錢,臺北市中正區****,,否,,,,,,,
171,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,台灣鐵路管理局,07524729,0.00,440.00,,,,車資,金錢,臺北市中正區****,,否,,,,,,,
172,賴清德,113年總統、副總統選舉,首次申報,1120617,雜支支出,網路家庭國際資訊股份有限公司,16606102,0.00,2550.00,,,,其他費用,金錢,臺北市大安區****,,否,,,,,,,
173,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2460.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
174,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2460.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
175,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2296.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
176,賴清德,113年總統、副總統選舉,首次申報,1120617,雜支支出,和德昌股份有限公司台北林森Ⅱ分公司,23932130,0.00,1625.00,,,,餐飲費用,金錢,,,否,,,,,,,
177,賴清德,113年總統、副總統選舉,首次申報,1120617,交通旅運支出,欣欣汽車行,96587726,0.00,290.00,,,,車資,金錢,,,否,,,,,,,
178,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,計程車,,0.00,300.00,,,,車資,金錢,,02-2*****,否,,,,,,,
179,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,計程車,,0.00,335.00,,,,車資,金錢,,02-2*****,否,,,,,,,
180,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,計程車,,0.00,160.00,,,,車資,金錢,,02-2*****,否,,,,,,,
181,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,計程車,,0.00,220.00,,,,車資,金錢,,02-2*****,否,,,,,,,
182,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,台灣高鐵,16446274,0.00,2655.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
183,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2187.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
184,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2187.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
185,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,立榮航空股份有限公司,22958771,0.00,2296.00,,,,搭乘交通工具費用,金錢,臺北市中山區****,,否,,,,,,,
186,賴清德,113年總統、副總統選舉,首次申報,1120618,交通旅運支出,一龍汽車行,96000416,0.00,300.00,,,,車資,金錢,,,否,,,,,,,
187,賴清德,113年總統、副總統選舉,首次申報,1120619,交通旅運支出,計程車,,0.00,160.00,,,,車資,金錢,,02-2*****,否,,,,,,,
188,賴清德,113年總統、副總統選舉,首次申報,1120619,交通旅運支出,計程車,,0.00,140.00,,,,車資,金錢,,02-2*****,否,,,,,,,
189,賴清德,113年總統、副總統選舉,首次申報,1120619,雜支支出,翔皓通訊有限公司,28484385,0.00,18270.00,,,,門禁系統,金錢,,,否,,,,,,,
190,賴清德,113年總統、副總統選舉,首次申報,1120619,雜支支出,東門鴨莊有限公司,53923215,0.00,2860.00,,,,餐飲費用,金錢,,,否,,,,,,,
191,賴清德,113年總統、副總統選舉,首次申報,1120619,雜支支出,中華電信股份有限公司臺南營運處,69109906,0.00,2079.00,,,,月份電話費,金錢,臺南市中西區****,,否,,,,,,,
192,賴清德,113年總統、副總統選舉,首次申報,1120619,雜支支出,東企飲食有限公司,83280941,0.00,945.00,,,,餐飲費用,金錢,,,否,,,,,,,
193,賴清德,113年總統、副總統選舉,首次申報,1120619,雜支支出,小蜂鳥國際物流有限公司,97212135,0.00,170.00,,,,配送費,金錢,,,否,,,,,,,
194,賴清德,113年總統、副總統選舉,首次申報,1120620,交通旅運支出,計程車,,0.00,195.00,,,,車資,金錢,,02-2*****,否,,,,,,,
195,賴清德,113年總統、副總統選舉,首次申報,1120620,交通旅運支出,計程車,,0.00,195.00,,,,車資,金錢,,02-2*****,否,,,,,,,
196,賴清德,113年總統、副總統選舉,首次申報,1120620,雜支支出,弘明文具行,10437734,0.00,5175.00,,,,文具用品,金錢,,,否,,,,,,,
197,賴清德,113年總統、副總統選舉,首次申報,1120620,雜支支出,弘明文具行,10437734,0.00,104.00,,,,文具用品,金錢,,,否,,,,,,,
198,賴清德,113年總統、副總統選舉,首次申報,1120620,交通旅運支出,台灣高鐵,16446274,0.00,1350.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
199,賴清德,113年總統、副總統選舉,首次申報,1120620,交通旅運支出,台灣高鐵,16446274,0.00,1305.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
200,賴清德,113年總統、副總統選舉,首次申報,1120620,雜支支出,數位小兔攝影週邊器材行,48594728,0.00,2000.00,,,,其他費用,金錢,,,否,,,,,,,
201,賴清德,113年總統、副總統選舉,首次申報,1120620,雜支支出,寒舍餐旅管理顧問股份有限公司,70471881,0.00,14674.00,,,,餐飲費用,金錢,,,否,,,,,,,
202,賴清德,113年總統、副總統選舉,首次申報,1120621,雜支支出,中華郵政股份有限公司,03741302,0.00,20.00,,,,匯費,金錢,臺北市大安區****,,否,,,,,,,
203,賴清德,113年總統、副總統選舉,首次申報,1120621,交通旅運支出,台灣高鐵,16446274,0.00,1080.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
204,賴清德,113年總統、副總統選舉,首次申報,1120621,交通旅運支出,台灣高鐵,16446274,0.00,1050.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
205,賴清德,113年總統、副總統選舉,首次申報,1120621,交通旅運支出,台灣高鐵,16446274,0.00,1820.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
206,賴清德,113年總統、副總統選舉,首次申報,1120621,雜支支出,金儀股份有限公司板橋分公司,34586902,0.00,9900.00,,,,其他費用,金錢,新北市中和區****,,否,,,,,,,
207,賴清德,113年總統、副總統選舉,首次申報,1120621,雜支支出,中華郵政股份有限公司台南東寧路郵局,69699522,0.00,92.00,,,,配送費,金錢,臺南市東區東****,,否,,,,,,,
208,賴清德,113年總統、副總統選舉,首次申報,1120621,雜支支出,葉家意麵老店,72443686,0.00,300.00,,,,餐飲費用,金錢,,,否,,,,,,,
209,賴清德,113年總統、副總統選舉,首次申報,1120621,雜支支出,站食可以餐館,75902522,0.00,2790.00,,,,餐飲費用,金錢,,,否,,,,,,,
210,賴清德,113年總統、副總統選舉,首次申報,1120621,雜支支出,沐津股份有限公司,83178930,0.00,1841.00,,,,餐飲費用,金錢,,,否,,,,,,,
211,賴清德,113年總統、副總統選舉,首次申報,1120621,雜支支出,惠揚股份有限公司,86165677,0.00,3654.00,,,,其他費用,金錢,新北市中和區****,,否,,,,,,,
212,賴清德,113年總統、副總統選舉,首次申報,1120622,雜支支出,祥禾園股份有限公司,89617056,0.00,1480.00,,,,餐飲費用,金錢,,,否,,,,,,,
213,賴清德,113年總統、副總統選舉,首次申報,1120625,交通旅運支出,計程車,,0.00,450.00,,,,車資,金錢,,02-2*****,否,,,,,,,
214,賴清德,113年總統、副總統選舉,首次申報,1120625,交通旅運支出,計程車,,0.00,300.00,,,,車資,金錢,,02-2*****,否,,,,,,,
215,賴清德,113年總統、副總統選舉,首次申報,1120625,交通旅運支出,計程車,,0.00,415.00,,,,車資,金錢,,02-2*****,否,,,,,,,
216,賴清德,113年總統、副總統選舉,首次申報,1120625,雜支支出,富胖達股份有限公司,53926705,0.00,7270.00,,,,餐飲費用,金錢,,,否,,,,,,,
217,賴清德,113年總統、副總統選舉,首次申報,1120625,雜支支出,統一超商股份有限公司台北市第七七三分公司,54389133,0.00,250.00,,,,其他支出,金錢,,,否,,,,,,,
218,賴清德,113年總統、副總統選舉,首次申報,1120625,人事費用支出,蔡承恩,A13*******,0.00,2000.00,,,,工資,金錢,台北市內湖區****,,否,,,,,,,
219,賴清德,113年總統、副總統選舉,首次申報,1120625,人事費用支出,潘祖芸,A23*******,0.00,2000.00,,,,工資,金錢,台北市北投區****,,否,,,,,,,
220,賴清德,113年總統、副總統選舉,首次申報,1120625,人事費用支出,邱庭庭,A23*******,0.00,2000.00,,,,工資,金錢,台北市北投區****,,否,,,,,,,
221,賴清德,113年總統、副總統選舉,首次申報,1120625,人事費用支出,張芷柔,F23*******,0.00,2000.00,,,,工資,金錢,新北市金山區****,,否,,,,,,,
222,賴清德,113年總統、副總統選舉,首次申報,1120625,人事費用支出,歐騏瑋,S12*******,0.00,2000.00,,,,工資,金錢,新北市石門區****,,否,,,,,,,
223,賴清德,113年總統、副總統選舉,首次申報,1120626,交通旅運支出,計程車,,0.00,350.00,,,,車資,金錢,,02-2*****,否,,,,,,,
224,賴清德,113年總統、副總統選舉,首次申報,1120626,交通旅運支出,計程車,,0.00,210.00,,,,車資,金錢,,02-2*****,否,,,,,,,
225,賴清德,113年總統、副總統選舉,首次申報,1120626,宣傳支出,提姆沃克影像工作室,10999262,0.00,525000.00,,,,製作競選物品或宣傳廣告費用(寵物繪本系列社群影像專案頭款),金錢,台中市西區土****,04-2*****,否,,,,,,,
226,賴清德,113年總統、副總統選舉,首次申報,1120626,雜支支出,青島排骨小吃店,18104528,0.00,2140.00,,,,餐飲費用,金錢,,,否,,,,,,,
227,賴清德,113年總統、副總統選舉,首次申報,1120626,雜支支出,甄心手作茶坊,72981170,0.00,940.00,,,,餐飲費用,金錢,,,否,,,,,,,
228,賴清德,113年總統、副總統選舉,首次申報,1120626,雜支支出,艾米塔幸福股份有限公司南京分公司,89197723,0.00,980.00,,,,餐飲費用,金錢,,,否,,,,,,,
229,賴清德,113年總統、副總統選舉,首次申報,1120626,宣傳支出,門裡有文有限公司,90357091,0.00,2000000.00,,,,播放、傳送或刊登宣傳廣告費用,金錢,台北市中正區****,0963*****,否,,,,,,,
230,賴清德,113年總統、副總統選舉,首次申報,1120627,雜支支出,中華郵政股份有限公司,03741302,0.00,830.00,,,,匯費,金錢,臺北市大安區****,,否,,,,,,,
231,賴清德,113年總統、副總統選舉,首次申報,1120627,雜支支出,阡品小吃店,21752842,0.00,180.00,,,,餐飲費用,金錢,臺北市中正區****,,否,,,,,,,
232,賴清德,113年總統、副總統選舉,首次申報,1120627,雜支支出,新光三越百貨股份有限公司台北南西分公司,23932976,0.00,32739.00,,,,其他費用,金錢,臺北市中山區****,02-2*****,否,,,,,,,
233,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,計程車,,0.00,370.00,,,,車資,金錢,,02-2*****,否,,,,,,,
234,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,計程車,,0.00,410.00,,,,車資,金錢,,02-2*****,否,,,,,,,
235,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,計程車,,0.00,225.00,,,,車資,金錢,,02-2*****,否,,,,,,,
236,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,計程車,,0.00,165.00,,,,車資,金錢,,02-2*****,否,,,,,,,
237,賴清德,113年總統、副總統選舉,首次申報,1120628,雜支支出,中華郵政股份有限公司,03741302,0.00,450.00,,,,匯費,金錢,臺北市大安區****,,否,,,,,,,
238,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣鐵路管理局,07524729,0.00,25.00,,,,車資,金錢,臺北市中正區****,,否,,,,,,,
239,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣鐵路管理局,07524729,0.00,56.00,,,,車資,金錢,臺北市中正區****,,否,,,,,,,
240,賴清德,113年總統、副總統選舉,首次申報,1120628,宣傳支出,晶典廣告社,10880948,0.00,6200.00,,,,製作宣傳廣告費用,金錢,臺南市北區大****,,否,,,,,,,
241,賴清德,113年總統、副總統選舉,首次申報,1120628,宣傳支出,新發廣告社,13239998,0.00,1920.00,,,,輸出,金錢,,,否,,,,,,,
242,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣高鐵,16446274,0.00,2290.00,,,,車票,金錢,臺北市南港區****,,否,,,,,,,
243,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣高鐵,16446274,0.00,135.00,,,,車票,金錢,臺北市南港區****,,否,,,,,,,
244,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣高鐵,16446274,0.00,1305.00,,,,車票,金錢,臺北市南港區****,,否,,,,,,,
245,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣高鐵,16446274,0.00,1305.00,,,,車票,金錢,臺北市南港區****,,否,,,,,,,
246,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣高鐵,16446274,0.00,1305.00,,,,車票,金錢,臺北市南港區****,,否,,,,,,,
247,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣高鐵,16446274,0.00,1350.00,,,,車票,金錢,臺北市南港區****,,否,,,,,,,
248,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,台灣高鐵,16446274,0.00,1390.00,,,,車票,金錢,臺北市南港區****,,否,,,,,,,
249,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,臺灣高鐵,16446274,0.00,675.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
250,賴清德,113年總統、副總統選舉,首次申報,1120628,交通旅運支出,臺灣高鐵,16446274,0.00,675.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
251,賴清德,113年總統、副總統選舉,首次申報,1120628,雜支支出,亞杜廚房簡餐店,48879506,0.00,780.00,,,,餐飲費用,金錢,,,否,,,,,,,
252,賴清德,113年總統、副總統選舉,首次申報,1120628,雜支支出,凱旋興業有限公司,50892272,0.00,13500.00,,,,其他費用,金錢,台北市中山區****,,否,,,,,,,
253,賴清德,113年總統、副總統選舉,首次申報,1120628,宣傳支出,一分耕電影製作有限公司,53127463,0.00,300000.00,,,,製作競選物品或宣傳廣告費用,金錢,台中市豐原區****,0978*****,否,,,,,,,
254,賴清德,113年總統、副總統選舉,首次申報,1120628,宣傳支出,一分耕電影製作有限公司,53127463,0.00,300000.00,,,,製作競選物品或宣傳廣告費用,金錢,台中市豐原區****,0978*****,否,,,,,,,
255,賴清德,113年總統、副總統選舉,首次申報,1120628,宣傳支出,神遊有限公司,53916853,0.00,750000.00,,,,製作競選物品或宣傳廣告費用(棒球系列影像製作專案頭款),金錢,臺北市信義區****,0928*****,否,,,,,,,
256,賴清德,113年總統、副總統選舉,首次申報,1120628,雜支支出,三普花屋,56977924,0.00,2000.00,,,,其他費用,金錢,臺南市東區中****,,否,,,,,,,
257,賴清德,113年總統、副總統選舉,首次申報,1120628,雜支支出,橙澄有限公司,83177165,0.00,57750.00,,,,其他費用,金錢,台北市內湖區****,02-2*****,否,,,,,,,
258,賴清德,113年總統、副總統選舉,首次申報,1120628,雜支支出,沐津股份有限公司,83178930,0.00,1741.00,,,,餐飲費用,金錢,,,否,,,,,,,
259,賴清德,113年總統、副總統選舉,首次申報,1120628,雜支支出,協益商行,99331544,0.00,3600.00,,,,餐飲費用,金錢,,,否,,,,,,,
